seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr7	127666018	127666114	97	*	.	1000	.	87.09932	-1	3.73981	24	Intron (uc003vmi.3/27044, intron 16 of 23)	7	127667124	127671002	3879	2	64101	uc003vmk.3	4888	LRRC4
chr6	1348740	1348979	240	*	.	1000	.	87.08893	-1	3.73981	120	Distal Intergenic	6	1312675	1314993	2319	1	94234	uc003mtl.4	36065	FOXQ1
chrX	137747362	137747450	89	*	.	1000	.	86.83586	-1	3.73981	57	Intron (uc004fam.3/2258, intron 3 of 4)	23	137749872	137749954	83	2	574507	uc022cfa.1	2504	MIR504
chr1	11682550	11682614	65	*	.	1000	.	86.61097	-1	3.73981	55	Distal Intergenic	1	11709144	11714401	5258	2	26232	uc009vnb.1	31787	FBXO2
chr10	124470092	124470207	116	*	.	1000	.	86.5241	-1	3.73981	45	Distal Intergenic	10	124457225	124459338	2114	2	399814	uc001lgn.3	-10754	C10orf120
chr2	52312024	52312134	111	*	.	1000	.	86.47382	-1	3.73981	56	Distal Intergenic	2	51149796	51259674	109879	2	9378	uc021vhk.1	-1052350	NRXN1
chr18	839452	839691	240	*	.	1000	.	86.41152	-1	3.73981	120	Distal Intergenic	18	721592	812542	90951	2	7525	uc002kkz.3	-26910	YES1
chrX	148426662	148426728	67	*	.	1000	.	86.10675	-1	3.73981	37	Distal Intergenic	23	148560295	148571971	11677	2	3423	uc011mxd.2	145243	IDS
chr7	138205810	138205893	84	*	.	1000	.	86.01073	-1	3.73981	23	Intron (uc003vub.3/8805, intron 4 of 18)	7	138145810	138255748	109939	1	8805	uc022amn.1	60000	TRIM24
chr20	32506947	32507007	61	*	.	1000	.	85.80407	-1	3.73981	2	Distal Intergenic	20	32581458	32661841	80384	1	22913	uc010zui.2	-74451	RALY
chr8	20508435	20508530	96	*	.	1000	.	85.60015	-1	3.73981	38	Distal Intergenic	8	20831497	20852630	21134	1	286114	uc022asp.1	-322967	RP11-421P23.1
chr17	53061633	53061715	83	*	.	1000	.	85.42847	-1	3.73981	29	Intron (uc010dcc.1/252983, intron 1 of 10)	17	53046126	53241449	195324	1	252983	uc010dcd.1	15507	STXBP4
chr21	41478075	41478172	98	*	.	1000	.	85.20452	-1	3.73981	44	Intron (uc002yyq.1/1826, intron 20 of 32)	21	41584279	41584358	80	2	100616148	uc021wjk.1	106186	MIR4760
chr1	193113491	193113563	73	*	.	1000	.	85.19011	-1	3.73981	60	Intron (uc001gtb.3/79577, intron 7 of 16)	1	193105633	193105713	81	1	100302163	uc021pgq.1	7858	MIR1278
chr2	111705992	111706100	109	*	.	1000	.	85.15341	-1	3.73981	58	Intron (uc010yxk.1/55289, intron 12 of 17)	2	111556591	111851921	295331	1	55289	uc021vmn.1	149401	ACOXL
chr13	80945488	80945599	112	*	.	1000	.	85.12169	-1	3.73981	52	Distal Intergenic	13	80910112	80915086	4975	2	10253	uc001vlj.3	-30402	SPRY2
chr9	331339	331440	102	*	.	1000	.	85.09488	-1	3.73981	84	Intron (uc011lls.1/81704, intron 9 of 13)	9	365591	405097	39507	1	81704	uc010mgw.2	-34151	DOCK8
chr9	331339	331440	102	*	.	1000	.	85.09488	-1	3.73981	84	Intron (uc011lls.1/81704, intron 9 of 13)	9	365591	405097	39507	1	81704	uc010mgw.2	-34151	LRG_196
chr12	128383520	128383579	60	*	.	1000	.	85.01916	-1	3.73981	38	Distal Intergenic	12	128399955	128436097	36143	1	100862680	uc001uhq.4	-16376	LINC00507
chr4	93147569	93147658	90	*	.	1000	.	84.87076	-1	3.73981	52	Distal Intergenic	4	93225550	94138418	912869	1	2895	uc010ikx.3	-77892	GRID2
chr4	128831611	128831850	240	*	.	1000	.	84.71832	-1	3.73981	120	Distal Intergenic	4	128802399	128820377	17979	1	10733	uc011cgt.2	29212	PLK4
chrX	130738832	130738891	60	*	.	1000	.	84.7139	-1	3.73981	23	Distal Intergenic	23	130407483	130712873	305391	2	3547	uc004ewf.2	-25959	IGSF1
chr12	12009382	12009621	240	*	.	1000	.	84.54005	-1	3.73981	120	Intron (uc001qzz.3/2120, intron 4 of 7)	12	12022358	12268261	245904	1	2120	uc001raa.1	-12737	ETV6
chr6	155120214	155120297	84	*	.	1000	.	84.40215	-1	3.73981	64	Intron (uc003qpz.3/22828, intron 6 of 19)	6	155153831	155578857	425027	1	26230	uc003qqb.3	-33534	TIAM2
chr13	40680761	40680889	129	*	.	1000	.	84.32465	-1	3.73981	79	Distal Intergenic	13	40755946	40763167	7222	1	100874127	uc031qlg.1	-75057	LINC00332
chr10	133237607	133237846	240	*	.	1000	.	84.19561	-1	3.73981	120	Distal Intergenic	10	132890655	133109984	219330	2	256536	uc001lkp.3	-127623	TCERG1L
chr5	133425359	133425437	79	*	.	1000	.	84.15723	-1	3.73981	50	Intron (uc031slc.1/7416, intron 2 of 10)	5	133307566	133442104	134539	2	7416	uc031slc.1	16667	VDAC1P1
chr5	133425359	133425437	79	*	.	1000	.	84.15723	-1	3.73981	50	Intron (uc031slc.1/7416, intron 2 of 10)	5	133307566	133442104	134539	2	7416	uc031slc.1	16667	VDAC1
chr16	85083325	85083428	104	*	.	1000	.	84.09894	-1	3.73981	44	Intron (uc010voj.2/9764, intron 1 of 11)	16	85061410	85127828	66419	1	9764	uc002fiu.3	21915	KIAA0513
chrX	43450428	43450667	240	*	.	1000	.	83.94137	-1	3.73981	120	Distal Intergenic	23	43514155	43606071	91917	1	4128	uc004dfy.4	-63488	MAOA
chr2	225182228	225182467	240	*	.	1000	.	83.56353	-1	3.73981	120	Distal Intergenic	2	225243415	225266711	23297	2	79843	uc002vnw.3	84244	FAM124B
chr14	90642246	90642485	240	*	.	1000	.	83.55779	-1	3.73981	120	Intron (uc001xye.1/56659, intron 1 of 1)	14	90722894	90738966	16073	1	5700	uc001xyf.3	-80409	PSMC1
chr12	62659495	62659734	240	*	.	1000	.	83.54112	-1	3.73981	120	Intron (uc010ssj.2/9958, intron 1 of 2)	12	62654121	62803501	149381	1	9958	uc001src.2	5374	USP15
chr5	115028696	115028768	73	*	.	1000	.	83.33596	-1	3.73981	41	Distal Intergenic	5	114948905	114961876	12972	2	51014	uc003krf.3	-66820	TMED7
chr7	80764296	80764535	240	*	.	1000	.	83.23483	-1	3.73981	120	Distal Intergenic	7	80371854	80551675	179822	2	10512	uc011kgw.2	-212621	SEMA3C
chr7	93044270	93044376	107	*	.	1000	.	83.22652	-1	3.73981	46	Distal Intergenic	7	93112072	93112167	96	2	724023	uc022ahj.1	67791	MIR653
chr12	94261248	94261324	77	*	.	1000	.	83.0917	-1	3.73981	49	Intron (uc010sur.1/8738, intron 2 of 2)	12	94071151	94288616	217466	1	8738	uc010sus.1	190097	CRADD
chr10	72298130	72298195	66	*	.	1000	.	82.99062	-1	3.73981	10	Exon (uc001jrd.4/27143, exon 12 of 20)	10	72299336	72328206	28871	1	27143	uc001jre.4	-1141	PALD1
chr6	161727149	161727388	240	*	.	1000	.	82.96786	-1	3.73981	120	Distal Intergenic	6	161574378	161695107	120730	2	56895	uc011ege.1	-32042	AGPAT4
chr3	59128846	59128930	85	*	.	1000	.	82.76431	-1	3.73981	70	Distal Intergenic	3	58873072	59035758	162687	2	200844	uc011bfg.1	-93088	C3orf67
chr1	67459226	67459285	60	*	.	1000	.	82.64613	-1	3.73981	13	Distal Intergenic	1	67473197	67518730	45534	2	23169	uc010oph.2	59445	SLC35D1
chr12	5222183	5222251	69	*	.	1000	.	82.64213	-1	3.73981	56	Distal Intergenic	12	5153085	5155954	2870	1	3741	uc001qni.4	69098	KCNA5
chr5	96065740	96065803	64	*	.	1000	.	82.58762	-1	3.73981	41	Intron (uc003klt.3/831, intron 8 of 30)	5	96076970	96110385	33416	1	831	uc003kmh.3	-11167	CAST
chrX	19107208	19107318	111	*	.	1000	.	82.46145	-1	3.73981	57	Intron (uc004cyx.3/10149, intron 1 of 28)	23	19007425	19100864	93440	2	10149	uc010nfj.3	-6344	GPR64
chr10	63713443	63713510	68	*	.	1000	.	82.41863	-1	3.73981	9	Intron (uc010qil.2/84159, intron 3 of 4)	10	63736061	63736088	28	1	100847083	uc021prj.2	-22551	MIR548AV
chr13	36795597	36795836	240	*	.	1000	.	82.38735	-1	3.73981	120	Intron (uc010tei.2/100526761, intron 6 of 15)	13	36742345	36788752	46408	2	54937	uc001uvj.3	-6845	SOHLH2
chr3	194750556	194750653	98	*	.	1000	.	82.27933	-1	3.73981	37	Distal Intergenic	3	194789013	194842924	53912	2	152002	uc003fuk.3	92271	XXYLT1
chr20	39282765	39282891	127	*	.	1000	.	82.15506	-1	3.73981	56	Distal Intergenic	20	39314517	39317876	3360	2	9935	uc002xji.3	34985	MAFB
chr2	134107531	134107770	240	*	.	1000	.	82.11432	-1	3.73981	120	Intron (uc002ttp.3/344148, intron 3 of 19)	2	133682490	134179361	496872	2	344148	uc002tts.1	71591	NCKAP5
chr10	106535440	106535541	102	*	.	1000	.	82.01367	-1	3.73981	70	Intron (uc001kyi.1/22986, intron 1 of 26)	10	106400859	107024993	624135	1	22986	uc001kyi.1	134581	SORCS3
chr4	23979593	23979832	240	*	.	1000	.	81.77516	-1	3.73981	120	Intron (uc031sdx.1/10891, intron 2 of 14)	4	23884304	23891700	7397	2	10891	uc003gqu.4	-87893	PPARGC1A
chr11	87083155	87083264	110	*	.	1000	.	81.71354	-1	3.73981	68	Distal Intergenic	11	86748886	87039876	290991	1	65084	uc010rtt.2	334269	TMEM135
chr13	67258675	67258914	240	*	.	1000	.	81.6933	-1	3.73981	120	Intron (uc010aei.3/5101, intron 2 of 3)	13	67399301	67489163	89863	1	100874064	uc031qmb.1	-140387	PCDH9-AS2
chr6	76120424	76120512	89	*	.	1000	.	81.65153	-1	3.73981	44	Intron (uc003phy.1/27145, intron 2 of 6)	6	76017800	76072719	54920	2	27145	uc003phz.3	-47705	FILIP1
chr18	33837353	33837464	112	*	.	1000	.	81.58788	-1	3.73981	31	Intron (uc002kzq.4/55034, intron 12 of 14)	18	33877702	34291432	413731	1	80206	uc002kzr.1	-40238	FHOD3
chr15	63972918	63972977	60	*	.	1000	.	81.43627	-1	3.73981	59	Exon (uc002amp.3/8925, exon 35 of 78)	15	63879909	63893026	13118	2	100130855	uc002amk.3	-79892	USP3-AS1
chr21	20790176	20790415	240	*	.	1000	.	81.32256	-1	3.73981	120	Distal Intergenic	21	19641433	19775970	134538	2	5651	uc002ykw.3	-1014206	TMPRSS15
chr1	68294210	68294305	96	*	.	1000	.	81.15786	-1	3.73981	22	Intron (uc001dea.2/55970, intron 1 of 3)	1	68297971	68668670	370700	1	100289178	uc001deb.2	-3666	GNG12-AS1
chr6	167245144	167245238	95	*	.	1000	.	80.85652	-1	3.73981	37	Intron (uc003qvc.1/6196, intron 2 of 21)	6	166822854	167275771	452918	2	6196	uc003qvc.1	30533	RPS6KA2
chr22	36901064	36901146	83	*	.	1000	.	80.81688	-1	3.73981	24	Intron (uc003apn.4/80020, intron 1 of 7)	22	36883233	36902577	19345	2	80020	uc003apn.4	1431	FOXRED2
chr11	116581007	116581077	71	*	.	1000	.	80.74002	-1	3.73981	27	Distal Intergenic	11	116618886	116643714	24829	2	84811	uc001ppn.3	62637	BUD13
chr4	183183443	183183512	70	*	.	1000	.	80.7313	-1	3.73981	24	Intron (uc010irv.1/55714, intron 1 of 3)	4	183245099	183550042	304944	1	55714	uc021xux.1	-61587	TENM3
chr20	1722264	1722427	164	*	.	1000	.	80.67244	-1	3.73981	64	Distal Intergenic	20	1754011	1760392	6382	2	100289473	uc021vzr.1	37965	RP4-673D20.3
chr12	87939375	87939482	108	*	.	1000	.	80.62568	-1	3.73981	58	Distal Intergenic	12	88176663	88178488	1826	2	400058	uc021rbq.1	239006	MKRN9P
chr16	6196037	6196276	240	*	.	1000	.	80.61617	-1	3.73981	120	Intron (uc002cyr.1/54715, intron 1 of 11)	16	6069704	7759783	1690080	1	54715	uc010uxz.1	126333	RBFOX1
chr2	157932917	157933002	86	*	.	1000	.	80.53447	-1	3.73981	48	Distal Intergenic	2	158114340	158167913	53574	1	11227	uc002tzg.3	-181338	GALNT5
chr19	4409248	4409319	72	*	.	1000	.	80.30589	-1	3.73981	12	Exon (uc002mal.3/10036, exon 3 of 15)	19	4402660	4443394	40735	1	10036	uc002mal.3	6588	CHAF1A
chr17	39688009	39688114	106	*	.	1000	.	80.25035	-1	3.73981	42	Intron (uc010wfs.2/3728, intron 4 of 8)	17	39679869	39684641	4773	2	3880	uc002hxd.4	-3368	KRT19
chr22	42965054	42965113	60	*	.	1000	.	80.07005	-1	3.73981	53	Intron (uc011apn.1/253190, intron 9 of 9)	22	42951229	42978017	26789	2	91695	uc003bcs.3	12904	RRP7B
chr9	15513042	15513150	109	*	.	1000	.	80.05662	-1	3.73981	45	Distal Intergenic	9	15470642	15511003	40362	2	11168	uc003zma.4	-2039	PSIP1
chr18	59387016	59387101	86	*	.	1000	.	79.98285	-1	3.73981	50	Distal Intergenic	18	59415409	59421928	6520	1	100996669	uc002lig.2	-28308	RP11-1096D5.1
chr3	156457011	156457250	240	*	.	1000	.	79.95535	-1	3.73981	120	Distal Intergenic	3	156394453	156424557	30105	1	25976	uc021xgg.1	62558	TIPARP
chr1	229027920	229028159	240	*	.	1000	.	79.79565	-1	3.73981	120	Distal Intergenic	1	228870824	228882416	11593	1	58480	uc001htf.3	157096	RHOU
chr13	58680208	58680447	240	*	.	1000	.	79.70017	-1	3.73981	120	Distal Intergenic	13	58240787	58303065	62279	1	27253	uc001vhr.1	439421	PCDH17
chr4	5905795	5905904	110	*	.	1000	.	79.64258	-1	3.73981	78	Intron (uc003git.2/uc003git.2, intron 7 of 7)	4	5822491	5894785	72295	2	1400	uc003gis.3	-11010	CRMP1
chr20	18005335	18005422	88	*	.	1000	.	79.64209	-1	3.73981	34	Exon (uc002wqi.1/58495, exon 4 of 4)	20	18004796	18038521	33726	2	58495	uc002wqi.1	33099	OVOL2
chr12	98857246	98857485	240	*	.	1000	.	79.51095	-1	3.73981	120	Distal Intergenic	12	98847619	98850923	3305	2	121456	uc009ztm.2	-6323	SLC9A7P1
chr10	102342566	102342805	240	*	.	1000	.	79.43377	-1	3.73981	120	Distal Intergenic	10	102295641	102313681	18041	1	55662	uc001krj.4	46925	HIF1AN
chr14	54362151	54362390	240	*	.	1000	.	79.42174	-1	3.73981	120	Distal Intergenic	14	54415145	54415202	58	2	100847076	uc031qop.1	52812	MIR5580
chr14	55027437	55027513	77	*	.	1000	.	79.30413	-1	3.73981	26	Distal Intergenic	14	55034330	55170589	136260	1	23034	uc001xba.3	-6817	SAMD4A
chr3	27680761	27681000	240	*	.	1000	.	79.25502	-1	3.73981	120	Distal Intergenic	3	27757440	27764206	6767	2	8320	uc003cdx.4	83206	EOMES
chr8	16477495	16477734	240	*	.	1000	.	79.22049	-1	3.73981	120	Distal Intergenic	8	16850334	16859674	9341	2	26281	uc003wxc.1	381940	FGF20
chr11	16897537	16897602	66	*	.	1000	.	79.18027	-1	3.73981	51	Intron (uc010rcu.1/144100, intron 3 of 26)	11	16809207	16848137	38931	2	144100	uc001mmn.3	-49400	PLEKHA7
chr20	21190247	21190486	240	*	.	1000	.	79.11225	-1	3.73981	120	Intron (uc002wsb.3/55857, intron 8 of 13)	20	21142512	21227258	84747	1	55857	uc002wsd.3	47735	NA
chr7	148020800	148020875	76	*	.	1000	.	79.04968	-1	3.73981	32	Intron (uc003weu.2/26047, intron 21 of 23)	7	148036553	148118088	81536	1	26047	uc003wev.2	-15678	CNTNAP2
chr4	32684330	32684421	92	*	.	1000	.	78.75656	-1	3.73981	62	Distal Intergenic	4	30722037	31148423	426387	1	5099	uc021xnd.1	1962293	PCDH7
chr6	104957416	104957507	92	*	.	1000	.	78.58892	-1	3.73981	48	Distal Intergenic	6	105175968	105233194	57227	2	57531	uc010kcx.1	275687	HACE1
chr1	179529683	179529776	94	*	.	1000	.	78.4629	-1	3.73981	40	Intron (uc001gmq.4/7827, intron 3 of 7)	1	179520202	179523870	3669	1	126859	uc001gmr.3	9481	AXDND1
chr8	144484514	144484581	68	*	.	1000	.	78.45829	-1	3.73981	24	Distal Intergenic	8	144510230	144512602	2373	2	389692	uc003yyc.2	28021	MAFA
chr6	79152367	79152606	240	*	.	1000	.	78.3443	-1	3.73981	120	Distal Intergenic	6	79577261	79608135	30875	1	134728	uc003pim.4	-424655	IRAK1BP1
chr10	36449471	36449710	240	*	.	1000	.	78.27462	-1	3.73981	120	Distal Intergenic	10	35927177	35930362	3186	2	8325	uc001iyz.1	-519109	FZD8
chr8	20353228	20353467	240	*	.	1000	.	78.23839	-1	3.73981	120	Distal Intergenic	8	20133284	20147969	14686	1	100874051	uc022aso.2	219944	LZTS1-AS1
chrX	92589830	92589944	115	*	.	1000	.	78.13773	-1	3.73981	50	Distal Intergenic	23	92925925	92928682	2758	2	4675	uc004efq.3	338738	NAP1L3
chr17	39689216	39689277	62	*	.	1000	.	78.10984	-1	3.73981	32	Intron (uc010wfs.2/3728, intron 4 of 8)	17	39679869	39684641	4773	2	3880	uc002hxd.4	-4575	KRT19
chr8	38288457	38288696	240	*	.	1000	.	78.00172	-1	3.73981	120	Intron (uc011lbu.2/2260, intron 3 of 18)	8	38277051	38285962	8912	2	2260	uc011lbr.2	-2495	FGFR1
chr10	25493120	25493359	240	*	.	1000	.	77.97664	-1	3.73981	120	Intron (uc001isj.3/57512, intron 1 of 10)	10	25447001	25465205	18205	2	100128811	uc010qde.1	-27915	GPR158-AS1
chr16	77992453	77992692	240	*	.	1000	.	77.95471	-1	3.73981	120	Intron (uc002ffg.1/57687, intron 7 of 8)	16	78056443	78066001	9559	1	10143	uc002ffh.5	-63751	CLEC3A
chr6	23218836	23218916	81	*	.	1000	.	77.94096	-1	3.73981	39	Distal Intergenic	6	22569678	22570750	1073	1	154150	uc003nds.3	649158	HDGFL1
chr1	181969963	181970202	240	*	.	1000	.	77.90472	-1	3.73981	120	Distal Intergenic	1	182023705	182030847	7143	2	127665	uc001goz.3	60645	ZNF648
chr9	79361017	79361256	240	*	.	1000	.	77.85272	-1	3.73981	120	Intron (uc010mpk.3/158471, intron 6 of 18)	9	79379354	79402465	23112	1	50652	uc004akm.2	-18098	PCA3
chr13	40651911	40652150	240	*	.	1000	.	77.48887	-1	3.73981	120	Distal Intergenic	13	40755946	40763167	7222	1	100874127	uc031qlg.1	-103796	LINC00332
chr17	33750972	33751088	117	*	.	1000	.	77.42844	-1	3.73981	92	Intron (uc002hji.4/55106, intron 1 of 3)	17	33738081	33759543	21463	2	55106	uc002hji.4	8455	SLFN12
chr15	43928102	43928341	240	*	.	1000	.	77.30973	-1	3.73981	120	Exon (uc010bdm.3/117155, exon 7 of 11)	15	43906394	43924561	18168	2	161497	uc010udz.1	-3541	STRC
chr6	101716967	101717060	94	*	.	1000	.	77.13042	-1	3.73981	43	Distal Intergenic	6	101846669	102193018	346350	1	2898	uc021zdj.1	-129609	GRIK2
chr3	77080194	77080282	89	*	.	1000	.	77.11258	-1	3.73981	45	Intron (uc021xat.1/6092, intron 1 of 25)	3	77089294	77699114	609821	1	6092	uc003dpy.4	-9012	ROBO2
chr5	77848101	77848186	86	*	.	1000	.	76.93362	-1	3.73981	32	Intron (uc003kfo.3/10184, intron 3 of 4)	5	77920640	77937985	17346	2	10184	uc003kfp.1	89799	LHFPL2
chr4	125357726	125357965	240	*	.	1000	.	76.86634	-1	3.73981	120	Distal Intergenic	4	125585204	125633887	48684	2	57182	uc010inw.3	275922	ANKRD50
chr5	146073408	146073647	240	*	.	1000	.	76.79502	-1	3.73981	120	Intron (uc003loe.4/5521, intron 3 of 8)	5	145894417	145895676	1260	2	134391	uc003lod.1	-177732	GPR151
chr17	57466246	57466485	240	*	.	1000	.	76.76693	-1	3.73981	120	Intron (uc002ixm.1/388403, intron 3 of 4)	17	57443444	57443515	72	1	100616204	uc021uat.1	22802	MIR4729
chr12	120230664	120230752	89	*	.	1000	.	76.6697	-1	3.73981	29	Intron (uc001txh.2/11113, intron 2 of 38)	12	120123595	120242282	118688	2	11113	uc001txh.2	11530	CIT
chr7	71682880	71683119	240	*	.	1000	.	76.58607	-1	3.73981	120	Intron (uc003twa.4/83698, intron 2 of 5)	7	71244476	71802208	557733	2	83698	uc003twa.4	119089	CALN1
chr6	37764497	37764571	75	*	.	1000	.	76.47309	-1	3.73981	50	Distal Intergenic	6	37787307	38122399	335093	1	60685	uc003onx.3	-22736	ZFAND3
chr1	68276527	68276766	240	*	.	1000	.	76.41692	-1	3.73981	120	Intron (uc001dea.2/55970, intron 1 of 3)	1	68297971	68668670	370700	1	100289178	uc001deb.2	-21205	GNG12-AS1
chr7	123440295	123440534	240	*	.	1000	.	76.41098	-1	3.73981	120	Distal Intergenic	7	123454193	123459484	5292	1	26062	uc003vlb.1	-13659	HYALP1
chr2	19086508	19086593	86	*	.	1000	.	76.3197	-1	3.73981	59	Distal Intergenic	2	18744137	18770846	26710	2	93034	uc010yjw.2	-315662	NT5C1B
chr7	13017397	13017636	240	*	.	1000	.	76.27029	-1	3.73981	120	Distal Intergenic	7	12726911	12730558	3648	1	10124	uc021zzq.1	290486	ARL4A
chr2	209960690	209960929	240	*	.	1000	.	76.211	-1	3.73981	120	Distal Intergenic	2	210288771	210561074	272304	1	4133	uc002vdc.1	-327842	MAP2
chr4	14226742	14226840	99	*	.	1000	.	76.18739	-1	3.73981	67	Distal Intergenic	4	14113592	14141676	28085	1	152742	uc010idt.2	113150	LINC01085
chr5	124737785	124737869	85	*	.	1000	.	76.03055	-1	3.73981	47	Distal Intergenic	5	123982372	124084500	102129	2	57507	uc003ktt.1	-653285	ZNF608
chr10	58964018	58964077	60	*	.	1000	.	75.97837	-1	3.73981	40	Distal Intergenic	10	59064239	59064319	81	2	100500834	uc021prb.1	100242	MIR3924
chr2	152050430	152050496	67	*	.	1000	.	75.91579	-1	3.73981	55	Distal Intergenic	2	152104728	152118389	13662	2	375287	uc002txh.3	67893	RBM43
chr9	6777358	6777429	72	*	.	1000	.	75.81172	-1	3.73981	57	Intron (uc010mhu.2/23081, intron 1 of 17)	9	6757641	7175648	418008	1	23081	uc011lmk.2	19717	KDM4C
chr3	133949536	133949775	240	*	.	1000	.	75.73644	-1	3.73981	120	Intron (uc003eqc.1/6259, intron 2 of 15)	3	133875978	133969586	93609	2	6259	uc003eqc.1	19811	RYK
chr21	14616656	14616742	87	*	.	1000	.	75.6759	-1	3.73981	58	Distal Intergenic	21	14778705	14778781	77	2	100423018	uc021whb.1	162039	MIR3156-3
chr1	214317375	214317614	240	*	.	1000	.	75.62584	-1	3.73981	120	Distal Intergenic	1	214454565	214504413	49849	1	56950	uc021piw.1	-136951	SMYD2
chr3	30549662	30549901	240	*	.	1000	.	75.52588	-1	3.73981	120	Distal Intergenic	3	30647994	30713929	65936	1	7048	uc021wut.1	-98093	TGFBR2
chr15	88613415	88613476	62	*	.	1000	.	75.35061	-1	3.73981	12	Intron (uc002bmh.2/4916, intron 10 of 15)	15	88520596	88576276	55681	2	4916	uc010bni.2	-37139	NTRK3
chr4	159607873	159608112	240	*	.	1000	.	75.32017	-1	3.73981	120	Intron (uc003iqb.3/2110, intron 5 of 12)	4	159603347	159629841	26495	1	2110	uc010iqs.3	4526	ETFDH
chr7	150736041	150736280	240	*	.	1000	.	75.31048	-1	3.73981	120	Intron (uc010lpw.1/11194, intron 6 of 9)	7	150745379	150749843	4465	1	9311	uc003win.3	-9099	ASIC3
chr5	126189959	126190198	240	*	.	1000	.	75.19522	-1	3.73981	120	Distal Intergenic	5	126112845	126172712	59868	1	4001	uc011cxb.2	77114	LMNB1
chr4	112648989	112649056	68	*	.	1000	.	75.0387	-1	3.73981	55	Distal Intergenic	4	113066553	113110237	43685	1	132720	uc003iah.2	-417497	C4orf32
chr8	81112287	81112387	101	*	.	1000	.	74.95781	-1	3.73981	53	Distal Intergenic	8	80947105	81083836	136732	2	7163	uc003ybt.1	-28451	TPD52
chr2	222052950	222053189	240	*	.	1000	.	74.94604	-1	3.73981	120	Distal Intergenic	2	222289929	222437001	147073	2	2043	uc002vmr.2	383812	EPHA4
chr10	78039844	78040083	240	*	.	1000	.	74.94344	-1	3.73981	120	Intron (uc001jxi.3/83938, intron 4 of 5)	10	77542519	78317126	774608	1	83938	uc001jxi.3	497325	C10orf11
chr17	38451402	38451641	240	*	.	1000	.	74.91294	-1	3.73981	120	Exon (uc002huj.1/990, exon 8 of 12)	17	38444146	38459413	15268	1	990	uc002huj.1	7256	CDC6
chrX	147699128	147699367	240	*	.	1000	.	74.89159	-1	3.73981	120	Intron (uc004fco.3/2334, intron 1 of 7)	23	147800615	148082193	281579	1	2334	uc011mxc.2	-101248	AFF2
chr1	149845547	149845786	240	*	.	1000	.	74.88239	-1	3.73981	120	Distal Intergenic	1	149856010	149858232	2223	2	8349	uc001etc.3	12446	HIST2H2BE
chr13	94144135	94144225	91	*	.	1000	.	74.45853	-1	3.73981	14	Intron (uc010tig.1/10082, intron 1 of 5)	13	94197516	94484342	286827	1	10082	uc001vlu.1	-53291	GPC6
chr16	17083669	17083908	240	*	.	1000	.	74.3771	-1	3.73981	120	Distal Intergenic	16	17196181	17564738	368558	2	64131	uc002dfa.3	480830	XYLT1
chr4	185306222	185306461	240	*	.	1000	.	74.36889	-1	3.73981	120	Downstream (2-3kb)	4	185262184	185275130	12947	2	728175	uc003iwd.2	-31092	RP11-290F5.2
chr15	71085934	71085995	62	*	.	1000	.	74.32325	-1	3.73981	37	Distal Intergenic	15	70946893	71055850	108958	2	55075	uc010uke.2	-30084	UACA
chr10	96345318	96345557	240	*	.	1000	.	74.30688	-1	3.73981	120	Intron (uc001kjs.3/3070, intron 12 of 21)	10	96305574	96361856	56283	1	3070	uc009xur.3	39744	HELLS
chr8	1133107	1133193	87	*	.	1000	.	74.14461	-1	3.73981	63	Distal Intergenic	8	1244294	1250827	6534	2	286083	uc022aqn.1	117634	CTD-2281E23.1
chr11	78929558	78929622	65	*	.	1000	.	74.13927	-1	3.73981	35	Intron (uc001ozl.4/26011, intron 2 of 33)	11	78775644	78980718	205075	2	26011	uc009yvc.3	51096	TENM4
chr4	110794244	110794483	240	*	.	1000	.	74.13606	-1	3.73981	120	Distal Intergenic	4	110772486	110793471	20986	1	345193	uc003hzw.4	21758	LRIT3
chr2	110688853	110689092	240	*	.	1000	.	74.09341	-1	3.73981	120	Intron (uc021vlz.1/100271835, intron 9 of 17)	2	110679217	110721127	41911	1	100271835	uc021vma.1	9636	NA
chr11	10352284	10352427	144	*	.	1000	.	74.00331	-1	3.73981	62	Intron (uc009yfv.1/uc009yfv.1, intron 1 of 2)	11	10326642	10328923	2282	1	133	uc001mil.1	25642	ADM
chr8	32487932	32488171	240	*	.	1000	.	73.87482	-1	3.73981	120	Intron (uc022ats.1/3084, intron 3 of 10)	8	32504251	32600770	96520	1	3084	uc003xiy.3	-16080	NRG1
chr10	78875524	78875763	240	*	.	1000	.	73.86029	-1	3.73981	120	Intron (uc001jxj.2/3778, intron 6 of 28)	10	78643874	78870101	226228	2	3778	uc001jxl.1	-5423	KCNMA1
chr9	105173371	105173610	240	*	.	1000	.	73.82084	-1	3.73981	120	Distal Intergenic	9	105757593	105780770	23178	1	1539	uc004bbs.2	-583983	CYLC2
chr7	31768215	31768274	60	*	.	1000	.	73.7617	-1	3.73981	5	Distal Intergenic	7	31726631	31748069	21439	1	10842	uc011kaf.2	41584	PPP1R17
chr14	33612174	33612413	240	*	.	1000	.	73.66816	-1	3.73981	120	Intron (uc001wrs.3/64067, intron 1 of 11)	14	33684388	34150248	465861	1	64067	uc001wrw.3	-71975	NPAS3
